HGNC ID	Approved symbol	Approved name	Ensembl ID(supplied by Ensembl)
HGNC:17781	UCN3	urocortin 3	ENSG00000178473
HGNC:12517	UCP1	uncoupling protein 1	ENSG00000109424
HGNC:12518	UCP2	uncoupling protein 2	ENSG00000175567
HGNC:12519	UCP3	uncoupling protein 3	ENSG00000175564
HGNC:30866	UEVLD	UEV and lactate/malate dehyrogenase domains	ENSG00000151116
HGNC:26941	UFC1	ubiquitin-fold modifier conjugating enzyme 1	ENSG00000143222
HGNC:12520	UFD1	ubiquitin recognition factor in ER associated degradation 1	ENSG00000070010
HGNC:55917	UFD1-AS1	UFD1 antisense RNA 1	
HGNC:23039	UFL1	UFM1 specific ligase 1	ENSG00000014123
HGNC:41007	UFL1-AS1	UFL1 antisense RNA 1	ENSG00000233797
HGNC:20597	UFM1	ubiquitin fold modifier 1	ENSG00000120686
HGNC:55146	UFM1P1	UFM1 pseudogene 1	ENSG00000270709
HGNC:55147	UFM1P2	UFM1 pseudogene 2	ENSG00000267315
HGNC:55148	UFM1P3	UFM1 pseudogene 3	ENSG00000253299
HGNC:12521	UFS	symbol withdrawn, see [HGNC:18374](/data/gene-symbol-report/#!/hgnc_id/HGNC:18374)	
HGNC:33821	UFSP1	UFM1 specific peptidase 1 (inactive)	ENSG00000176125
HGNC:25640	UFSP2	UFM1 specific peptidase 2	ENSG00000109775
HGNC:12522	UGALT	symbol withdrawn, see [HGNC:11022](/data/gene-symbol-report/#!/hgnc_id/HGNC:11022)	
HGNC:12524	UGCG	UDP-glucose ceramide glucosyltransferase	ENSG00000148154
HGNC:12525	UGDH	UDP-glucose 6-dehydrogenase	ENSG00000109814
HGNC:40601	UGDH-AS1	UGDH antisense RNA 1	ENSG00000249348
HGNC:15663	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	ENSG00000136731
HGNC:15664	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	ENSG00000102595
HGNC:39934	UGGT2-IT1	UGGT2 intronic transcript 1 (non-protein coding)	
HGNC:12526	UGP1	symbol withdrawn, see [HGNC:12527](/data/gene-symbol-report/#!/hgnc_id/HGNC:12527)	
HGNC:12527	UGP2	UDP-glucose pyrophosphorylase 2	ENSG00000169764
HGNC:12528	UGT1	symbol withdrawn, see [HGNC:12530](/data/gene-symbol-report/#!/hgnc_id/HGNC:12530)	
HGNC:12529	UGT1A	UDP glucuronosyltransferase family 1 member A complex locus	
HGNC:12530	UGT1A1	UDP glucuronosyltransferase family 1 member A1	ENSG00000241635
HGNC:12534	UGT1A2P	UDP glucuronosyltransferase family 1 member A2, pseudogene	ENSG00000228445
HGNC:12535	UGT1A3	UDP glucuronosyltransferase family 1 member A3	ENSG00000288702
HGNC:12536	UGT1A4	UDP glucuronosyltransferase family 1 member A4	ENSG00000244474
HGNC:12537	UGT1A5	UDP glucuronosyltransferase family 1 member A5	ENSG00000288705
HGNC:12538	UGT1A6	UDP glucuronosyltransferase family 1 member A6	ENSG00000167165
HGNC:12539	UGT1A7	UDP glucuronosyltransferase family 1 member A7	ENSG00000244122
HGNC:12540	UGT1A8	UDP glucuronosyltransferase family 1 member A8	ENSG00000242366
HGNC:12541	UGT1A9	UDP glucuronosyltransferase family 1 member A9	ENSG00000241119
HGNC:12531	UGT1A10	UDP glucuronosyltransferase family 1 member A10	ENSG00000242515
HGNC:12532	UGT1A11P	UDP glucuronosyltransferase family 1 member A11, pseudogene	ENSG00000227846
HGNC:12533	UGT1A12P	UDP glucuronosyltransferase family 1 member A12, pseudogene	ENSG00000228949
HGNC:32191	UGT1A13P	UDP glucuronosyltransferase family 1 member A13, pseudogene	ENSG00000234143
HGNC:12542	UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus	ENSG00000173610
HGNC:28183	UGT2A2	UDP glucuronosyltransferase family 2 member A2	ENSG00000271271
HGNC:28528	UGT2A3	UDP glucuronosyltransferase family 2 member A3	ENSG00000135220
HGNC:39429	UGT2A3P7	UDP glucuronosyltransferase family 2 member A3 pseudogene 7	ENSG00000248886
HGNC:12543	UGT2B@	UDP glucuronosyltransferase 2 family, polypeptide B cluster	
HGNC:12553	UGT2B4	UDP glucuronosyltransferase family 2 member B4	ENSG00000156096
HGNC:12554	UGT2B7	UDP glucuronosyltransferase family 2 member B7	ENSG00000171234
HGNC:12544	UGT2B10	UDP glucuronosyltransferase family 2 member B10	ENSG00000109181
HGNC:12545	UGT2B11	UDP glucuronosyltransferase family 2 member B11	ENSG00000213759
HGNC:12546	UGT2B15	UDP glucuronosyltransferase family 2 member B15	ENSG00000196620
HGNC:12547	UGT2B17	UDP glucuronosyltransferase family 2 member B17	ENSG00000197888
HGNC:12548	UGT2B24P	UDP glucuronosyltransferase family 2 member B24, pseudogene	ENSG00000249956
HGNC:12549	UGT2B25P	UDP glucuronosyltransferase family 2 member B25, pseudogene	ENSG00000215110
HGNC:12550	UGT2B26P	UDP glucuronosyltransferase family 2 member B26, pseudogene	ENSG00000250919
HGNC:12551	UGT2B27P	UDP glucuronosyltransferase family 2 member B27, pseudogene	ENSG00000251685
HGNC:13479	UGT2B28	UDP glucuronosyltransferase family 2 member B28	ENSG00000135226
HGNC:12552	UGT2B29P	UDP glucuronosyltransferase family 2 member B29, pseudogene	ENSG00000250566
HGNC:26625	UGT3A1	UDP glycosyltransferase family 3 member A1	ENSG00000145626
HGNC:27266	UGT3A2	UDP glycosyltransferase family 3 member A2	ENSG00000168671
HGNC:12555	UGT8	UDP glycosyltransferase 8	ENSG00000174607
HGNC:19683	UHMK1	U2AF homology motif kinase 1	ENSG00000152332
HGNC:12556	UHRF1	ubiquitin like with PHD and ring finger domains 1	ENSG00000276043
HGNC:21216	UHRF1BP1	UHRF1 binding protein 1	ENSG00000065060
HGNC:29102	UHRF1BP1L	UHRF1 binding protein 1 like	ENSG00000111647
HGNC:55473	UHRF1BP1L-DT	UHRF1BP1L divergent transcript	
HGNC:12557	UHRF2	ubiquitin like with PHD and ring finger domains 2	ENSG00000147854
HGNC:39565	UHRF2P1	ubiquitin like with PHD and ring finger domains 2 pseudogene 1	ENSG00000223650
HGNC:54869	UICLM	up-regulated in colorectal cancer liver metastasis	ENSG00000233392
HGNC:30298	UIMC1	ubiquitin interaction motif containing 1	ENSG00000087206
HGNC:14893	ULBP1	UL16 binding protein 1	ENSG00000111981
HGNC:14894	ULBP2	UL16 binding protein 2	ENSG00000131015
HGNC:14895	ULBP3	UL16 binding protein 3	ENSG00000131019
HGNC:12558	ULK1	unc-51 like autophagy activating kinase 1	ENSG00000177169
HGNC:13480	ULK2	unc-51 like autophagy activating kinase 2	ENSG00000083290
HGNC:19703	ULK3	unc-51 like kinase 3	ENSG00000140474
HGNC:15784	ULK4	unc-51 like kinase 4	ENSG00000168038
HGNC:41413	ULK4-IT1	ULK4 intronic transcript 1 (non-protein coding)	
HGNC:15775	ULK4P1	ULK4 pseudogene 1	ENSG00000261279
HGNC:15776	ULK4P2	ULK4 pseudogene 2	ENSG00000260128
HGNC:15777	ULK4P3	ULK4 pseudogene 3	ENSG00000178081
HGNC:48955	UMAD1	UBAP1-MVB12-associated (UMA) domain containing 1	ENSG00000219545
HGNC:51824	UMLILO	upstream master lncRNA of the inflammatory chemokine locus	ENSG00000228277
HGNC:12559	UMOD	uromodulin	ENSG00000169344
HGNC:12560	UMODL1	uromodulin like 1	ENSG00000177398
HGNC:23821	UMODL1-AS1	UMODL1 antisense RNA 1	ENSG00000184385
HGNC:12561	UMPH2	symbol withdrawn, see [HGNC:17144](/data/gene-symbol-report/#!/hgnc_id/HGNC:17144)	
HGNC:12563	UMPS	uridine monophosphate synthetase	ENSG00000114491
HGNC:12564	UMS	symbol withdrawn, see [HGNC:11602](/data/gene-symbol-report/#!/hgnc_id/HGNC:11602)	
HGNC:12567	UNC5A	unc-5 netrin receptor A	ENSG00000113763
HGNC:12568	UNC5B	unc-5 netrin receptor B	ENSG00000107731
HGNC:45096	UNC5B-AS1	UNC5B antisense RNA 1	ENSG00000237512
HGNC:12569	UNC5C	unc-5 netrin receptor C	ENSG00000182168
HGNC:55246	UNC5C-AS1	UNC5C antisense RNA 1	ENSG00000271474
HGNC:21203	UNC5CL	unc-5 family C-terminal like	ENSG00000124602
HGNC:18634	UNC5D	unc-5 netrin receptor D	ENSG00000156687
HGNC:23150	UNC13A	unc-13 homolog A	ENSG00000130477
HGNC:12566	UNC13B	unc-13 homolog B	ENSG00000198722
HGNC:23149	UNC13C	unc-13 homolog C	ENSG00000137766
HGNC:23147	UNC13D	unc-13 homolog D	ENSG00000092929
HGNC:30594	UNC45A	unc-45 myosin chaperone A	ENSG00000140553
HGNC:14304	UNC45B	unc-45 myosin chaperone B	ENSG00000141161
HGNC:16046	UNC50	unc-50 inner nuclear membrane RNA binding protein	ENSG00000115446
HGNC:19966	UNC79	unc-79 homolog, NALCN channel complex subunit	ENSG00000133958
HGNC:26582	UNC80	unc-80 homolog, NALCN channel complex subunit	ENSG00000144406
HGNC:12570	UNC93A	unc-93 homolog A	ENSG00000112494
HGNC:13481	UNC93B1	unc-93 homolog B1, TLR signaling regulator	ENSG00000110057
HGNC:13482	UNC93B2	unc-93 homolog B2 (pseudogene)	ENSG00000155070
HGNC:13483	UNC93B3	unc-93 homolog B3 (pseudogene)	ENSG00000172971
HGNC:13484	UNC93B4	unc-93 homolog B4 (pseudogene)	ENSG00000250381
HGNC:34051	UNC93B5	unc-93 homolog B5 (pseudogene)	ENSG00000184795
HGNC:34053	UNC93B6	unc-93 homolog B6 (pseudogene)	ENSG00000255562
HGNC:44036	UNC93B7	unc-93 homolog B7 (pseudogene)	ENSG00000251624
HGNC:44037	UNC93B8	unc-93 homolog B8 (pseudogene)	ENSG00000249272
HGNC:12565	UNC119	unc-119 lipid binding chaperone	ENSG00000109103
HGNC:16488	UNC119B	unc-119 lipid binding chaperone B	ENSG00000175970
HGNC:33194	UNCX	UNC homeobox	ENSG00000164853
HGNC:12571	UND	symbol withdrawn, see [HGNC:2191](/data/gene-symbol-report/#!/hgnc_id/HGNC:2191)	
HGNC:12572	UNG	uracil DNA glycosylase	ENSG00000076248
HGNC:18579	UNGP1	uracil-DNA glycosylase pseudogene 1	ENSG00000260818
HGNC:18580	UNGP2	uracil-DNA glycosylase pseudogene 2	
HGNC:20036	UNGP3	uracil-DNA glycosylase pseudogene 3	ENSG00000270343
HGNC:29369	UNK	unk zinc finger	ENSG00000132478
HGNC:14184	UNKL	unk like zinc finger	ENSG00000059145
HGNC:12573	UNP	symbol withdrawn, see [HGNC:12627](/data/gene-symbol-report/#!/hgnc_id/HGNC:12627)	
HGNC:12574	UNR	symbol withdrawn, see [HGNC:7965](/data/gene-symbol-report/#!/hgnc_id/HGNC:7965)	
HGNC:12575	UOX	urate oxidase (pseudogene)	ENSG00000240520
HGNC:16297	UPB1	beta-ureidopropionase 1	ENSG00000100024
HGNC:9962	UPF1	UPF1 RNA helicase and ATPase	ENSG00000005007
HGNC:17854	UPF2	UPF2 regulator of nonsense mediated mRNA decay	ENSG00000151461
HGNC:20332	UPF3A	UPF3A regulator of nonsense mediated mRNA decay	ENSG00000169062
HGNC:30568	UPF3AP1	UPF3A pseudogene 1	ENSG00000226478
HGNC:30567	UPF3AP2	UPF3A pseudogene 2	ENSG00000214832
HGNC:38395	UPF3AP3	UPF3A pseudogene 3	ENSG00000234709
HGNC:20439	UPF3B	UPF3B regulator of nonsense mediated mRNA decay	ENSG00000125351
HGNC:51563	UPF3BP1	symbol withdrawn, see [HGNC:20439](/data/gene-symbol-report/#!/hgnc_id/HGNC:20439)	
HGNC:51564	UPF3BP2	symbol withdrawn, see [HGNC:20439](/data/gene-symbol-report/#!/hgnc_id/HGNC:20439)	
HGNC:51565	UPF3BP3	symbol withdrawn, see [HGNC:20439](/data/gene-symbol-report/#!/hgnc_id/HGNC:20439)	
HGNC:51566	UPF3BP4	UPF3B pseudogene 4	
HGNC:12577	UPK1A	uroplakin 1A	ENSG00000105668
HGNC:40603	UPK1A-AS1	UPK1A antisense RNA 1	ENSG00000226510
HGNC:12578	UPK1B	uroplakin 1B	ENSG00000114638
HGNC:12579	UPK2	uroplakin 2	ENSG00000110375
HGNC:12580	UPK3A	uroplakin 3A	ENSG00000100373
HGNC:21444	UPK3B	uroplakin 3B	ENSG00000243566
HGNC:37278	UPK3BL1	uroplakin 3B like 1	ENSG00000267368
HGNC:53444	UPK3BL2	uroplakin 3B like 2	ENSG00000284981
HGNC:55757	UPK3BL3P	uroplakin 3B like 3, pseudogene	
HGNC:42353	UPK3BP1	uroplakin 3B pseudogene 1	ENSG00000242435
HGNC:12576	UPP1	uridine phosphorylase 1	ENSG00000183696
HGNC:23061	UPP2	uridine phosphorylase 2	ENSG00000007001
HGNC:41467	UPP2-IT1	UPP2 intronic transcript 1	ENSG00000237327
HGNC:28334	UPRT	uracil phosphoribosyltransferase homolog	ENSG00000094841
HGNC:12581	UQBP	symbol withdrawn, see [HGNC:12582](/data/gene-symbol-report/#!/hgnc_id/HGNC:12582)	
HGNC:15891	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	ENSG00000101019
HGNC:21237	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2	ENSG00000137288
HGNC:34399	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	ENSG00000204922
HGNC:30863	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	ENSG00000184076
HGNC:54960	UQCR10P1	UQCR10 pseudogene 1	ENSG00000237528
HGNC:30862	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	ENSG00000127540
HGNC:12582	UQCRB	ubiquinol-cytochrome c reductase binding protein	ENSG00000156467
HGNC:55521	UQCRB-AS1	UQCRB antisense RNA 1	
HGNC:12583	UQCRBP1	ubiquinol-cytochrome c reductase binding protein pseudogene 1	ENSG00000237748
HGNC:12584	UQCRBP2	ubiquinol-cytochrome c reductase binding protein pseudogene 2	ENSG00000227941
HGNC:39033	UQCRBP3	ubiquinol-cytochrome c reductase binding protein pseudogene 3	ENSG00000249928
HGNC:12585	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	ENSG00000010256
HGNC:12586	UQCRC2	ubiquinol-cytochrome c reductase core protein 2	ENSG00000140740
HGNC:44309	UQCRC2P1	ubiquinol-cytochrome c reductase core protein 2 pseudogene 1	ENSG00000236736
HGNC:12587	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	ENSG00000169021
HGNC:55295	UQCRFS1-DT	UQCRFS1 divergent transcript	ENSG00000267498
HGNC:12588	UQCRFS1P1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 1	ENSG00000226085
HGNC:39172	UQCRFS1P2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 2	ENSG00000223721
HGNC:39173	UQCRFS1P3	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 pseudogene 3	ENSG00000217314
HGNC:12589	UQCRFSL2	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide-like 2	
HGNC:12590	UQCRH	ubiquinol-cytochrome c reductase hinge protein	ENSG00000173660
HGNC:51714	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	ENSG00000233954
HGNC:31341	UQCRHP1	ubiquinol-cytochrome c reductase hinge protein pseudogene 1	ENSG00000230622
HGNC:38045	UQCRHP2	ubiquinol-cytochrome c reductase hinge protein pseudogene 2	ENSG00000237629
HGNC:38046	UQCRHP3	ubiquinol-cytochrome c reductase hinge protein pseudogene 3	ENSG00000224162
HGNC:38047	UQCRHP4	ubiquinol-cytochrome c reductase hinge protein pseudogene 4	ENSG00000242728
HGNC:38048	UQCRHP5	symbol withdrawn, see [HGNC:31341](/data/gene-symbol-report/#!/hgnc_id/HGNC:31341)	
HGNC:29594	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	ENSG00000164405
HGNC:17785	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	ENSG00000183463
HGNC:43695	URAHP	urate (hydroxyiso-) hydrolase, pseudogene	ENSG00000222019
HGNC:17344	URB1	URB1 ribosome biogenesis homolog	ENSG00000142207
HGNC:23128	URB1-AS1	URB1 antisense RNA 1 (head to head)	ENSG00000256073
HGNC:28967	URB2	URB2 ribosome biogenesis homolog	ENSG00000135763
HGNC:30890	URGCP	upregulator of cell proliferation	ENSG00000106608
HGNC:49188	URGCP-MRPS24	URGCP-MRPS24 readthrough	ENSG00000270617
HGNC:13236	URI1	URI1 prefoldin like chaperone	ENSG00000105176
HGNC:28378	URM1	ubiquitin related modifier 1	ENSG00000167118
HGNC:26444	UROC1	urocanate hydratase 1	ENSG00000159650
HGNC:12591	UROD	uroporphyrinogen decarboxylase	ENSG00000126088
HGNC:12592	UROS	uroporphyrinogen III synthase	ENSG00000188690
HGNC:25792	USB1	U6 snRNA biogenesis phosphodiesterase 1	ENSG00000103005
HGNC:30882	USE1	unconventional SNARE in the ER 1	ENSG00000053501
HGNC:12593	USF1	upstream transcription factor 1	ENSG00000158773
HGNC:23773	USF1P1	upstream transcription factor 1 pseudogene 1	ENSG00000226501
HGNC:12594	USF2	upstream transcription factor 2, c-fos interacting	ENSG00000105698
HGNC:30494	USF3	upstream transcription factor family member 3	ENSG00000176542
HGNC:12595	USH1A	Usher syndrome 1A (autosomal recessive, severe)	
HGNC:12596	USH1B	symbol withdrawn, see [HGNC:7606](/data/gene-symbol-report/#!/hgnc_id/HGNC:7606)	
HGNC:12597	USH1C	USH1 protein network component harmonin	ENSG00000006611
HGNC:12598	USH1D	symbol withdrawn, see [HGNC:13733](/data/gene-symbol-report/#!/hgnc_id/HGNC:13733)	
HGNC:12599	USH1E	Usher syndrome 1E (autosomal recessive, severe)	
HGNC:12600	USH1F	symbol withdrawn, see [HGNC:14674](/data/gene-symbol-report/#!/hgnc_id/HGNC:14674)	
HGNC:16356	USH1G	USH1 protein network component sans	ENSG00000182040
HGNC:22433	USH1H	Usher syndrome 1H (autosomal recessive)	
HGNC:37650	USH1J	symbol withdrawn, see [HGNC:24579](/data/gene-symbol-report/#!/hgnc_id/HGNC:24579)	
HGNC:43724	USH1K	Usher syndrome 1K (autosomal recessive)	
HGNC:12601	USH2A	usherin	ENSG00000042781
HGNC:40606	USH2A-AS1	USH2A antisense RNA 1	ENSG00000236292
HGNC:40605	USH2A-AS2	USH2A antisense RNA 2	ENSG00000233620
HGNC:12602	USH2B	Usher syndrome 2B (autosomal recessive, mild)	
HGNC:12603	USH2C	symbol withdrawn, see [HGNC:17416](/data/gene-symbol-report/#!/hgnc_id/HGNC:17416)	
HGNC:12604	USH3	symbol withdrawn, see [HGNC:12605](/data/gene-symbol-report/#!/hgnc_id/HGNC:12605)	
HGNC:12606	USH3B	symbol withdrawn, see [HGNC:4816](/data/gene-symbol-report/#!/hgnc_id/HGNC:4816)	
HGNC:24058	USHBP1	USH1 protein network component harmonin binding protein 1	ENSG00000130307
HGNC:30904	USO1	USO1 vesicle transport factor	ENSG00000138768
HGNC:12607	USP1	ubiquitin specific peptidase 1	ENSG00000162607
HGNC:12618	USP2	ubiquitin specific peptidase 2	ENSG00000036672
HGNC:48673	USP2-AS1	USP2 antisense RNA 1 (head to head)	ENSG00000245248
HGNC:12626	USP3	ubiquitin specific peptidase 3	ENSG00000140455
HGNC:44140	USP3-AS1	USP3 antisense RNA 1	ENSG00000259248
HGNC:14538	USP3L	symbol withdrawn, see [HGNC:12621](/data/gene-symbol-report/#!/hgnc_id/HGNC:12621)	
HGNC:12627	USP4	ubiquitin specific peptidase 4	ENSG00000114316
HGNC:12628	USP5	ubiquitin specific peptidase 5	ENSG00000111667
HGNC:12629	USP6	ubiquitin specific peptidase 6	ENSG00000129204
HGNC:16858	USP6NL	USP6 N-terminal like	ENSG00000148429
HGNC:55251	USP6NL-AS1	USP6NL antisense RNA 1	ENSG00000271360
HGNC:44704	USP6NL-IT1	symbol withdrawn, see [HGNC:16858](/data/gene-symbol-report/#!/hgnc_id/HGNC:16858)	
HGNC:12630	USP7	ubiquitin specific peptidase 7	ENSG00000187555
HGNC:55379	USP7-AS1	USP7 antisense RNA 1	ENSG00000260979
HGNC:12631	USP8	ubiquitin specific peptidase 8	ENSG00000138592
HGNC:13987	USP8P1	USP8 pseudogene 1	ENSG00000214892
HGNC:54601	USP8P2	USP8 pseudogene 2	ENSG00000226340
HGNC:12632	USP9X	ubiquitin specific peptidase 9 X-linked	ENSG00000124486
HGNC:12633	USP9Y	ubiquitin specific peptidase 9 Y-linked	ENSG00000114374
HGNC:31741	USP9YP1	USP9Y pseudogene 1	ENSG00000250951
HGNC:31742	USP9YP2	USP9Y pseudogene 2	ENSG00000249501
HGNC:37739	USP9YP3	USP9Y pseudogene 3	ENSG00000237023
HGNC:37740	USP9YP4	USP9Y pseudogene 4	ENSG00000238154
HGNC:38418	USP9YP5	USP9Y pseudogene 5	ENSG00000249634
HGNC:38078	USP9YP6	USP9Y pseudogene 6	ENSG00000226116
HGNC:38079	USP9YP7	USP9Y pseudogene 7	ENSG00000224485
HGNC:38424	USP9YP8	USP9Y pseudogene 8	ENSG00000229416
HGNC:38435	USP9YP9	USP9Y pseudogene 9	ENSG00000232614
HGNC:38454	USP9YP10	USP9Y pseudogene 10	ENSG00000238135
HGNC:38460	USP9YP11	USP9Y pseudogene 11	ENSG00000226369
HGNC:38720	USP9YP12	USP9Y pseudogene 12	ENSG00000227871
HGNC:38721	USP9YP13	USP9Y pseudogene 13	ENSG00000224571
HGNC:38748	USP9YP14	USP9Y pseudogene 14	ENSG00000227494
HGNC:38751	USP9YP15	USP9Y pseudogene 15	ENSG00000233120
HGNC:38752	USP9YP16	USP9Y pseudogene 16	ENSG00000232744
HGNC:38753	USP9YP17	USP9Y pseudogene 17	ENSG00000229553
HGNC:38754	USP9YP18	USP9Y pseudogene 18	ENSG00000223407
HGNC:38755	USP9YP19	USP9Y pseudogene 19	ENSG00000225326
HGNC:38767	USP9YP20	USP9Y pseudogene 20	ENSG00000230854
HGNC:38757	USP9YP21	USP9Y pseudogene 21	ENSG00000227635
HGNC:38758	USP9YP22	USP9Y pseudogene 22	ENSG00000224408
HGNC:38759	USP9YP23	USP9Y pseudogene 23	ENSG00000223555
HGNC:38760	USP9YP24	USP9Y pseudogene 24	ENSG00000230814
HGNC:38761	USP9YP25	USP9Y pseudogene 25	ENSG00000224866
HGNC:38762	USP9YP26	USP9Y pseudogene 26	ENSG00000234744
HGNC:38763	USP9YP27	USP9Y pseudogene 27	ENSG00000235521
HGNC:38764	USP9YP28	USP9Y pseudogene 28	ENSG00000224151
HGNC:38765	USP9YP29	USP9Y pseudogene 29	ENSG00000232424
HGNC:38766	USP9YP30	USP9Y pseudogene 30	ENSG00000235004
HGNC:38775	USP9YP31	USP9Y pseudogene 31	ENSG00000229250
HGNC:38776	USP9YP32	USP9Y pseudogene 32	ENSG00000237616
HGNC:38777	USP9YP33	USP9Y pseudogene 33	ENSG00000232064
HGNC:38778	USP9YP34	USP9Y pseudogene 34	ENSG00000233378
HGNC:38779	USP9YP35	USP9Y pseudogene 35	ENSG00000237467
HGNC:38780	USP9YP36	USP9Y pseudogene 36	ENSG00000229709
HGNC:12608	USP10	ubiquitin specific peptidase 10	ENSG00000103194
HGNC:31752	USP10P1	ubiquitin specific peptidase 10 pseudogene 1	
HGNC:33272	USP10P2	ubiquitin specific peptidase10 pseudogene 2	
HGNC:12609	USP11	ubiquitin specific peptidase 11	ENSG00000102226
HGNC:20485	USP12	ubiquitin specific peptidase 12	ENSG00000152484
HGNC:39961	USP12-AS1	USP12 antisense RNA 1	ENSG00000232162
HGNC:39962	USP12-DT	USP12 divergent transcript	ENSG00000230641
HGNC:12610	USP12P1	USP12 pseudogene 1	ENSG00000253213
HGNC:54575	USP12P2	USP12 pseudogene 2	ENSG00000224007
HGNC:54576	USP12P3	USP12 pseudogene 3	
HGNC:21410	USP12PX	USP12 pseudogene X-linked	ENSG00000226081
HGNC:23195	USP12PY	USP12 pseudogene Y-linked	ENSG00000232927
HGNC:12611	USP13	ubiquitin specific peptidase 13	ENSG00000058056
HGNC:12612	USP14	ubiquitin specific peptidase 14	ENSG00000101557
HGNC:12613	USP15	ubiquitin specific peptidase 15	ENSG00000135655
HGNC:12614	USP16	ubiquitin specific peptidase 16	ENSG00000156256
HGNC:37182	USP17L1	ubiquitin specific peptidase 17 like family member 1	ENSG00000230549
HGNC:34434	USP17L2	ubiquitin specific peptidase 17 like family member 2	ENSG00000223443
HGNC:37175	USP17L3	ubiquitin specific peptidase 17 like family member 3	ENSG00000225327
HGNC:37176	USP17L4	ubiquitin specific peptidase 17 like family member 4	ENSG00000236125
HGNC:37177	USP17L5	ubiquitin specific peptidase 17 like family member 5	ENSG00000227140
HGNC:37179	USP17L6P	ubiquitin specific peptidase 17 like family member 6, pseudogene	ENSG00000205946
HGNC:37180	USP17L7	ubiquitin specific peptidase 17 like family member 7	ENSG00000226430
HGNC:37181	USP17L8	ubiquitin specific peptidase 17 like family member 8	ENSG00000237038
HGNC:12615	USP17L9P	ubiquitin specific peptidase 17 like family member 9, pseudogene	ENSG00000251694
HGNC:44438	USP17L10	ubiquitin specific peptidase 17 like family member 10	ENSG00000231396
HGNC:44439	USP17L11	ubiquitin specific peptidase 17 like family member 11	ENSG00000233136
HGNC:44440	USP17L12	ubiquitin specific peptidase 17 like family member 12	ENSG00000227551
HGNC:44441	USP17L13	ubiquitin specific peptidase 17 like family member 13	ENSG00000232399
HGNC:44442	USP17L14P	ubiquitin specific peptidase 17 like family member 14, pseudogene	ENSG00000249482
HGNC:44443	USP17L15	ubiquitin specific peptidase 17 like family member 15	ENSG00000223569
HGNC:44444	USP17L16P	ubiquitin specific peptidase 17 like family member 16, pseudogene	ENSG00000250231
HGNC:44445	USP17L17	ubiquitin specific peptidase 17 like family member 17	ENSG00000249104
HGNC:44446	USP17L18	ubiquitin specific peptidase 17 like family member 18	ENSG00000250844
HGNC:44447	USP17L19	ubiquitin specific peptidase 17 like family member 19	ENSG00000248920
HGNC:44448	USP17L20	ubiquitin specific peptidase 17 like family member 20	ENSG00000250745
HGNC:44449	USP17L21	ubiquitin specific peptidase 17 like family member 21	ENSG00000249811
HGNC:44450	USP17L22	ubiquitin specific peptidase 17 like family member 22	ENSG00000248933
HGNC:44451	USP17L23	ubiquitin specific peptidase 17 like family member 23	ENSG00000250913
HGNC:44453	USP17L24	ubiquitin specific peptidase 17 like family member 24	ENSG00000232264
HGNC:44452	USP17L25	ubiquitin specific peptidase 17 like family member 25	ENSG00000230430
HGNC:44454	USP17L26	ubiquitin specific peptidase 17 like family member 26	ENSG00000229579
HGNC:44455	USP17L27	ubiquitin specific peptidase 17 like family member 27	ENSG00000235780
HGNC:44456	USP17L28	ubiquitin specific peptidase 17 like family member 28	ENSG00000231051
HGNC:44457	USP17L29	ubiquitin specific peptidase 17 like family member 29	ENSG00000231637
HGNC:44458	USP17L30	ubiquitin specific peptidase 17 like family member 30	ENSG00000228856
HGNC:12616	USP18	ubiquitin specific peptidase 18	ENSG00000184979
HGNC:12617	USP19	ubiquitin specific peptidase 19	ENSG00000172046
HGNC:12619	USP20	ubiquitin specific peptidase 20	ENSG00000136878
HGNC:12620	USP21	ubiquitin specific peptidase 21	ENSG00000143258
HGNC:54618	USP21P1	USP21 pseudogene 1	ENSG00000224826
HGNC:54650	USP21P2	USP21 pseudogene 2	ENSG00000271356
HGNC:12621	USP22	ubiquitin specific peptidase 22	ENSG00000124422
HGNC:12622	USP23	symbol withdrawn, see [HGNC:12620](/data/gene-symbol-report/#!/hgnc_id/HGNC:12620)	
HGNC:12623	USP24	ubiquitin specific peptidase 24	ENSG00000162402
